CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	MDATE  	VSZ3   	MPOPUL 	MOD8   	MOD7A  	MOD7B  	MOD6A  	MOD6B  	MOD5A  	MOD5B  	MOD5C  	MOD5D  	MOD5E  	MOD5F  	MOD4   	MOD3A  	MOD3B  	MOD3C  	MOD2A  	MOD2B  	MOD2C  	MOD2D  	MOD2E  	MOD2F  	MOD1A  	MOD1B  	MOD1C  	MOD1D  	MOD1E  	MOD1F  	MOD1G  	MOD1H  	MOD1I  	MOD1J  	MOD1K  	MOD1L  	MOD1M  	MOD1N  	MOD1O  	MOD1P  	MOD1Q  	MOD1R  	MOD1S  
2	07	02	05	09	003	7401	   0	  2285	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	13	003	7401	   0	  1272	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	14	003	7401	   0	  1450	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	15	003	7401	   0	   804	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	16	003	7401	   0	   862	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	C	A	A	A	A	A	B	A	A
2	07	02	05	18	003	7401	   0	  1020	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	19	003	7401	   0	   858	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	20	003	7401	   0	   780	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	21	003	7401	   0	   926	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	22	003	7401	   0	   846	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	23	003	7401	   0	   640	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	24	003	7401	   0	  1357	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	25	003	7401	   0	   865	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	26	003	7401	   0	   333	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	27	003	7401	   0	  1495	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	28	003	7401	   0	   486	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	29	003	7401	   0	  1255	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	30	003	7401	   0	   680	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	31	003	7401	   0	   411	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	32	003	7401	   0	   966	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	33	003	7401	   0	  1373	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	34	003	7401	   0	   553	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	35	003	7401	   0	   567	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	C	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	36	003	7401	   0	  1916	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	C	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	05	37	003	7401	   0	  1461	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	C	A	A	A	B	A	A	A	A	B	B	A	A
2	07	02	06	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	B	B	B	B	B	B	B	B	C	B	A	B	B	B	B	B	A	N	B	B	A	B	C	A	A	A	N	B	A	A
2	07	02	06	01	003	7401	   0	  5545	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A
2	07	02	06	02	003	7401	   0	  1731	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	C	B	B	B	B	A	C	A	A
2	07	02	06	03	003	7401	   0	  1164	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	A	C	B	A	A	B	A	B	B	B	B	A	B	B	B	B	A	A	C	C	A
2	07	02	06	04	003	7401	   0	  2227	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	A	A	A	C	A	B	A	A	A	C	A	A
2	07	02	07	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	A	C	C	B	B	B	C	C	B	B	B	C	B	C	B	B	B	B	A	N	B	B	A	B	B	A	B	B	N	C	B	A
2	07	02	07	01	003	7401	   0	  2329	B	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	B	A	A	C	B	A	C	A	A
2	07	02	07	02	003	7401	   0	   879	B	B	C	B	B	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	B	A	C	B	A	B	B	B	A	C	B	C	C	B	A	C	C	A
2	07	02	07	03	003	7401	   0	   974	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	C	B	A	C	B	A
2	07	02	07	04	003	7401	   0	   765	B	B	C	B	B	B	B	A	B	B	B	B	B	B	C	B	B	A	B	B	C	B	A	A	B	A	A	B	A	A	A	B	A	B	B	B	A	C	C	A
2	07	02	07	05	003	7401	   0	  1107	B	B	C	B	B	B	C	B	B	C	B	B	B	B	C	B	B	B	B	B	C	B	B	A	C	B	A	C	B	B	A	C	B	C	B	B	B	C	C	A
2	07	02	07	06	003	7401	   0	  1067	C	C	C	C	B	B	B	B	C	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	C	B	B	B	B	B	A	C	B	C	B	B	B	C	B	A
2	07	02	07	07	003	7401	   0	  1754	B	B	C	B	B	C	B	A	B	B	B	B	B	B	C	C	B	A	B	B	C	B	D	B	B	B	B	C	A	A	A	B	B	B	C	B	B	C	C	A
2	07	02	08	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	B	C	C	B	B	B	C	C	B	B	C	C	B	D	B	B	B	B	A	N	B	B	A	B	C	B	B	B	N	C	B	A
2	07	02	08	01	003	7401	   0	   796	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	C	C	B	A	C	B	B	B	B	B	A	C	B	B	C	C	B	C	D	A
2	07	02	08	02	003	7401	   0	  1047	C	C	D	C	C	C	C	B	C	C	C	C	C	C	C	C	C	B	C	C	C	C	B	A	C	B	B	C	B	B	A	D	C	C	C	B	D	C	D	A
2	07	02	08	03	003	7401	   0	  1095	B	B	C	B	B	B	B	A	B	C	B	B	B	B	C	B	B	A	B	B	C	C	A	A	B	A	B	C	A	A	A	C	B	B	B	C	B	C	D	A
2	07	02	08	04	003	7401	   0	   425	B	B	C	B	B	B	B	A	B	C	B	B	B	B	C	B	B	A	B	B	C	C	A	A	B	B	B	C	A	A	A	C	B	B	C	B	B	C	D	A
2	07	02	08	05	003	7401	   0	   720	B	B	D	B	B	B	C	A	B	C	C	B	B	B	C	B	B	A	B	C	C	C	A	A	C	B	A	C	A	A	A	D	B	C	C	C	B	C	D	A
2	07	02	08	06	003	7401	   0	  1338	B	B	D	B	B	B	B	A	C	C	C	B	B	B	C	B	B	A	B	C	C	C	A	A	B	A	B	C	A	A	A	D	B	C	C	C	B	C	D	A
2	07	02	08	07	003	7401	   0	  1961	C	C	D	C	C	C	C	B	C	C	C	C	C	C	C	C	C	B	C	C	C	C	B	A	C	B	B	D	B	B	B	D	C	C	C	B	C	C	D	A
2	07	02	09	00	003	7401	   0	     0	B	B	D	B	B	B	C	B	B	C	D	B	B	B	D	B	C	B	C	D	D	B	B	B	C	B	A	N	B	B	B	B	D	B	D	D	N	C	E	A
2	07	02	09	01	003	7401	   0	  1584	C	C	D	C	B	B	C	B	C	C	D	C	B	C	D	B	C	B	C	D	D	B	A	A	C	B	B	C	B	B	B	C	C	C	D	D	C	C	E	A
2	07	02	09	02	003	7401	   0	  1965	C	C	D	C	B	B	C	B	C	C	C	C	B	C	D	B	C	B	C	C	D	B	A	A	C	B	B	C	B	B	B	C	C	C	D	C	C	C	E	A
2	07	02	09	03	003	7401	   0	   847	C	C	D	C	B	B	C	B	C	C	D	C	B	C	D	B	C	B	C	D	D	B	B	A	C	B	B	C	B	B	B	D	C	C	D	D	C	C	E	A
2	07	02	09	04	003	7401	   0	  1665	C	C	D	C	B	B	C	B	C	C	C	C	B	C	D	B	C	B	C	C	D	B	A	A	C	B	B	C	B	B	B	D	C	C	D	C	C	C	E	A
2	07	02	09	10	003	7401	   0	   546	B	B	D	B	B	B	B	A	B	C	D	B	B	B	D	B	B	A	C	D	D	B	A	A	B	A	A	C	A	A	A	D	C	B	D	D	C	C	E	A
2	07	02	09	11	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	09	12	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	09	13	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	09	14	003	7401	   0	   985	C	C	D	C	B	B	C	B	C	C	C	C	B	C	D	B	C	B	C	C	D	B	A	A	C	B	B	D	B	B	B	D	C	C	D	C	C	C	E	A
2	07	02	09	98	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	10	00	003	7401	   0	     0	C	C	B	B	D	D	C	B	A	C	B	B	C	B	B	D	B	B	C	B	B	C	D	B	B	B	A	N	B	B	A	B	C	A	A	B	N	B	B	A
2	07	02	10	01	003	7401	   0	   987	B	B	B	A	B	C	B	A	A	B	A	B	B	A	B	C	B	A	B	A	B	C	B	A	B	A	A	B	A	A	A	B	B	A	A	A	A	C	A	A
2	07	02	10	02	003	7401	   0	   963	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	C	B	A	B	B	B	C	B	A	B	A	A	B	A	A	A	B	B	B	B	B	A	C	B	A
2	07	02	10	03	003	7401	   0	  1064	B	B	B	B	B	C	B	A	B	B	A	B	B	B	B	C	B	A	B	A	B	C	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	C	B	A
2	07	02	10	04	003	7401	   0	  1404	B	B	C	B	B	C	B	B	B	C	B	C	B	C	C	C	B	B	C	B	C	C	C	A	B	B	A	D	B	B	A	D	C	C	B	B	C	C	C	A
2	07	02	10	05	003	7401	   0	   985	B	B	B	B	B	C	B	A	B	B	A	B	B	B	B	C	B	A	B	A	B	C	B	A	B	A	A	B	A	A	A	B	B	B	A	A	A	C	B	A
2	07	02	10	06	003	7401	   0	   799	B	B	B	B	B	C	B	A	B	B	A	B	B	B	B	C	B	A	B	A	B	C	B	A	B	A	B	B	A	A	A	B	B	B	B	A	A	C	B	A
2	07	02	10	07	003	7401	   0	  1987	B	B	B	B	B	C	B	B	B	B	A	B	B	B	B	C	B	B	B	A	B	C	B	A	B	A	A	B	B	B	A	B	A	B	A	A	A	C	B	A
2	07	02	10	08	003	7401	   0	  1000	C	C	C	B	C	C	C	B	B	D	B	C	C	C	C	C	C	B	C	B	C	C	C	A	C	B	A	E	B	B	A	D	C	C	B	B	C	C	C	A
2	07	02	11	00	003	7401	   0	     1	D	D	E	E	C	C	C	E	E	E	N	D	C	E	E	C	C	E	N	N	D	C	B	C	D	B	N	N	E	E	N	N	N	E	N	N	N	N	D	D
2	07	02	11	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	10	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	11	11	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	12	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	B	C	C	C	C	B	C	D	B	B	C	C	B	C	D	B	B	B	A	N	B	B	A	C	B	B	B	B	N	B	B	A
2	07	02	12	01	003	7401	   0	  1168	B	B	C	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	C	B	B	C	A	A	B	C	A
2	07	02	12	02	003	7401	   0	  1028	B	B	C	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	C	B	B	C	A	A	B	C	A
2	07	02	12	03	003	7401	   0	   545	B	B	C	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	C	B	B	C	B	A	B	C	A
2	07	02	12	04	003	7401	   0	   951	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	B	B	A	B	A	B	B	A	A	A	C	B	B	B	A	A	B	B	A
2	07	02	12	05	003	7401	   0	  1548	B	B	C	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	B	C	B	B	A	B	B	A	B	A	C	B	B	C	A	A	B	C	A
2	07	02	12	06	003	7401	   0	   741	B	B	C	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	D	B	B	C	B	A	B	C	A
2	07	02	12	07	003	7401	   0	  3341	C	C	C	C	C	C	C	B	C	C	C	C	C	B	C	C	C	B	B	C	B	C	C	A	C	B	B	C	B	B	A	D	B	C	C	B	C	B	C	A
2	07	02	12	08	003	7401	   0	   680	C	C	C	C	C	C	C	B	C	C	B	B	C	B	B	C	C	B	B	B	B	C	C	A	C	B	B	C	B	B	A	D	B	C	C	B	B	B	C	A
2	07	02	13	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	B	C	B	B	C	B	B	C	C	B	C	B	B	C	B	B	C	B	A	N	B	B	A	B	C	B	A	B	N	B	B	A
2	07	02	13	01	003	7401	   0	   620	B	B	B	B	B	C	B	A	B	B	A	B	B	B	B	C	B	A	B	A	B	C	B	A	B	B	A	B	A	A	A	B	B	B	A	B	A	C	B	A
2	07	02	13	02	003	7401	   0	  1335	B	B	C	B	B	B	B	A	B	C	B	B	B	B	B	B	B	A	B	B	B	C	A	A	B	A	A	C	A	A	A	D	B	C	A	B	B	C	B	A
2	07	02	13	03	003	7401	   0	   525	B	B	C	B	B	B	B	A	C	C	B	B	B	B	C	B	B	A	B	B	C	C	A	A	B	A	B	C	A	A	A	D	B	C	B	B	B	C	C	A
2	07	02	13	04	003	7401	   0	   517	B	B	C	B	B	B	B	A	C	C	B	B	B	B	C	B	B	A	B	B	C	C	A	A	B	A	B	C	A	A	A	D	B	C	B	B	B	C	C	A
2	07	02	13	05	003	7401	   0	  1439	B	B	C	B	B	B	B	A	B	C	B	B	B	B	B	B	B	A	B	B	B	C	A	A	B	A	B	C	A	A	A	C	B	B	B	B	A	C	B	A
2	07	02	13	06	003	7401	   0	  2473	C	C	C	C	C	C	C	B	C	C	B	C	C	B	C	C	C	B	B	B	C	C	B	A	C	B	B	C	B	B	A	D	B	C	B	B	B	C	C	A
2	07	02	14	00	003	7401	   0	     0	D	D	D	C	D	D	C	C	B	D	C	C	C	C	D	D	B	C	C	C	D	D	D	C	B	B	A	N	B	C	A	C	D	B	B	C	N	C	E	B
2	07	02	14	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	14	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	14	03	003	7401	   0	   915	D	D	D	C	D	D	C	B	C	D	C	D	D	C	D	D	C	B	C	C	D	D	C	B	C	B	B	D	B	B	B	D	C	C	B	C	C	C	E	B
2	07	02	14	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	14	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	14	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	14	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	02	16	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	A	N	A	B	A	B	B	A	A	A	N	A	B	A
2	07	02	17	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	A	N	A	B	A	B	B	A	A	A	N	A	B	A
2	07	03	01	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	A	C	C	C	C	B	C	D	B	B	C	C	B	D	D	C	B	B	A	N	B	B	A	B	D	A	B	B	N	B	C	B
2	07	03	01	01	003	7401	   0	   675	V	C	C	B	D	D	C	B	B	C	C	V	C	B	C	D	B	B	C	C	B	D	C	C	C	A	B	D	B	B	A	B	C	B	B	C	C	B	C	B
2	07	03	01	02	003	7401	   0	  1040	V	C	D	B	D	D	C	B	B	C	C	V	C	B	C	D	B	B	C	C	C	D	C	C	C	A	B	D	B	B	A	B	C	B	C	C	C	B	D	B
2	07	03	01	03	003	7401	   0	   433	V	C	C	B	D	D	C	B	B	C	C	V	C	B	C	D	B	B	C	C	B	D	C	C	C	A	B	D	B	B	A	B	C	B	C	C	C	B	C	B
2	07	03	01	04	003	7401	   0	   667	V	D	E	D	D	D	N	C	N	D	N	V	D	N	N	D	N	C	N	N	N	D	C	B	N	A	N	N	N	B	N	N	N	N	N	N	N	N	N	B
2	07	03	01	05	003	7401	   0	   657	V	D	E	D	D	D	N	C	N	D	N	V	D	N	N	D	N	C	N	N	N	D	C	C	N	A	N	N	N	B	N	N	N	N	N	N	N	N	N	B
2	07	03	01	06	003	7401	   0	  1163	C	C	D	C	C	C	C	B	C	C	C	C	C	C	C	C	B	B	C	C	C	C	B	C	C	A	B	D	B	B	A	C	C	C	C	C	C	B	D	B
2	07	03	01	07	003	7401	   0	   809	V	D	D	C	D	D	C	B	C	D	C	V	C	C	D	D	B	B	C	C	D	D	C	C	C	A	B	D	B	B	A	C	C	C	C	C	C	C	D	B
2	07	03	01	08	003	7401	   0	   811	B	B	B	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	B	B	A	A	B	B	A	A	A	B	B	B	C	B	B	B	B
2	07	03	01	09	003	7401	   0	  1386	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	B	C	B	B	B	A	A	B	B	A	A	A	B	B	C	C	C	B	C	B
2	07	03	01	10	003	7401	   0	  1064	V	C	C	B	C	D	B	B	B	C	C	V	C	B	C	D	B	B	B	C	C	D	D	B	B	A	A	B	B	A	A	C	B	B	C	C	C	C	C	B
2	07	03	02	00	003	7401	   0	     1	C	C	C	B	D	D	C	B	B	C	C	C	D	B	C	D	C	B	B	C	B	C	D	C	C	B	A	N	B	B	A	B	B	B	D	B	N	B	B	C
2	07	03	02	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	02	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	02	03	003	7401	   0	  3056	B	B	D	B	B	C	B	B	B	C	D	B	B	B	D	C	B	B	B	D	C	C	B	B	B	A	B	B	B	B	A	B	B	B	D	C	D	B	D	C
2	07	03	02	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	02	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	02	06	003	7401	   0	  2221	B	B	D	B	B	C	B	B	B	C	D	B	B	B	D	C	B	B	B	D	C	C	B	B	C	B	A	B	B	B	A	B	B	B	D	C	D	B	C	C
2	07	03	02	07	003	7401	   0	  1176	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	C	C	B	B	C	B	A	B	A	A	A	B	B	B	C	C	D	B	C	C
2	07	03	02	08	003	7401	   0	  2798	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	B	C	B	B	C	B	A	B	A	A	A	B	A	B	B	C	D	B	B	C
2	07	03	02	09	003	7401	   0	   375	B	B	D	B	B	C	B	A	B	C	D	B	B	B	D	C	B	A	B	D	C	C	C	B	C	B	B	B	A	A	A	B	B	B	D	C	D	B	C	C
2	07	03	02	10	003	7401	   0	   764	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	C	B	B	C	C	D	B	C	C
2	07	03	02	11	003	7401	   0	   425	B	B	D	B	B	C	B	A	B	C	D	B	B	B	D	C	B	A	B	D	C	C	B	B	B	A	A	B	A	A	A	B	B	B	D	C	D	B	C	C
2	07	03	02	12	003	7401	   0	   430	B	B	D	B	B	C	B	A	B	C	D	B	B	B	D	C	B	A	B	D	C	C	B	B	B	A	A	B	A	A	A	C	B	B	D	C	D	B	C	C
2	07	03	02	13	003	7401	   0	   286	B	B	D	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	C	B	B	D	B	D	B	D	C
2	07	03	02	14	003	7401	   0	   360	B	B	D	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	C	B	B	D	B	D	B	D	C
2	07	03	02	15	003	7401	   0	  1167	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	B	C	B	B	C	B	A	B	A	A	A	B	A	B	B	C	D	B	B	C
2	07	03	02	16	003	7401	   0	   354	B	B	D	B	B	C	B	A	B	C	D	B	B	B	D	C	B	A	B	D	C	C	B	B	C	B	A	B	A	A	A	B	A	B	D	C	D	B	C	C
2	07	03	03	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	B	C	C	C	C	B	C	D	B	B	C	C	B	C	D	C	B	B	A	N	B	B	A	B	D	B	B	C	N	A	C	B
2	07	03	03	01	003	7401	   0	  3019	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	C	B	A	B	B	B	C	B	B	B	A	A	B	A	A	A	B	B	B	B	C	A	B	B	B
