CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	MDATE  	VSZ3   	MPOPUL 	MOD8   	MOD7A  	MOD7B  	MOD6A  	MOD6B  	MOD5A  	MOD5B  	MOD5C  	MOD5D  	MOD5E  	MOD5F  	MOD4   	MOD3A  	MOD3B  	MOD3C  	MOD2A  	MOD2B  	MOD2C  	MOD2D  	MOD2E  	MOD2F  	MOD1A  	MOD1B  	MOD1C  	MOD1D  	MOD1E  	MOD1F  	MOD1G  	MOD1H  	MOD1I  	MOD1J  	MOD1K  	MOD1L  	MOD1M  	MOD1N  	MOD1O  	MOD1P  	MOD1Q  	MOD1R  	MOD1S  
2	07	03	03	02	003	7401	   0	   897	B	B	C	B	B	C	B	B	B	C	C	C	B	C	C	C	B	B	C	C	B	C	B	B	C	A	A	C	B	B	A	D	C	C	D	C	A	B	C	B
2	07	03	03	03	003	7401	   0	   878	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	C	B	A	B	B	B	C	B	B	B	A	A	B	A	A	A	B	B	B	C	B	A	A	B	B
2	07	03	03	04	003	7401	   0	  3104	B	B	C	B	B	C	B	B	B	C	C	B	B	B	C	C	B	B	B	C	B	C	B	B	C	A	A	C	B	B	A	C	C	C	C	C	A	B	C	B
2	07	03	03	05	003	7401	   0	  1550	B	B	C	B	B	C	B	A	B	B	C	B	B	B	C	C	B	A	B	C	B	C	B	B	B	A	A	B	A	A	A	B	B	B	C	C	A	B	C	B
2	07	03	03	06	003	7401	   0	  1116	B	B	C	B	B	C	B	A	B	B	C	B	B	B	C	C	B	A	B	C	B	C	B	B	B	A	A	B	A	A	A	B	B	B	C	C	A	B	C	B
2	07	03	03	07	003	7401	   0	   977	B	B	C	B	B	C	B	A	B	B	C	B	B	B	C	C	B	A	B	C	B	C	B	B	B	A	A	B	A	A	A	B	B	B	C	C	A	B	C	B
2	07	03	04	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	B	C	C	C	C	B	C	D	B	B	C	C	B	C	D	B	B	B	A	N	B	B	A	B	D	B	C	B	N	B	B	B
2	07	03	04	01	003	7401	   0	   748	C	C	C	B	C	C	C	B	B	C	B	B	B	B	B	C	B	B	C	B	B	C	B	A	C	A	B	D	B	B	B	B	C	B	C	B	A	B	C	B
2	07	03	04	02	003	7401	   0	   726	B	B	C	B	B	C	B	A	B	C	B	B	B	B	C	C	B	A	B	B	C	C	C	A	B	A	A	B	A	A	A	C	B	B	C	B	A	C	C	B
2	07	03	04	03	003	7401	   0	  1440	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	C	B	A	B	B	B	C	C	A	B	A	A	B	A	A	A	B	B	B	B	B	A	B	B	B
2	07	03	04	04	003	7401	   0	  1053	C	C	D	C	C	C	C	B	C	D	B	C	B	C	C	C	B	B	C	B	C	C	B	A	C	A	B	D	B	B	B	C	C	C	C	B	A	C	C	B
2	07	03	04	05	003	7401	   0	  1146	C	C	C	B	C	C	C	B	B	C	B	B	B	B	C	C	B	B	C	B	C	C	B	A	C	A	B	D	B	B	B	B	C	B	C	B	A	B	D	B
2	07	03	04	06	003	7401	   0	  1157	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	B	C	B	A	B	A	A	B	A	A	A	B	D	B	D	C	A	B	C	B
2	07	03	04	07	003	7401	   0	  1449	B	B	C	B	B	C	B	A	B	B	B	B	B	B	B	C	B	A	B	B	B	C	B	A	B	A	A	B	A	A	A	B	B	B	D	B	A	B	C	B
2	07	03	04	08	003	7401	   0	  1115	B	B	C	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	A	A	B	A	B	A	B	B	B	C	B	A	B	C	B
2	07	03	05	00	003	7401	   0	     1	E	E	N	D	N	E	N	C	N	N	N	N	N	N	N	E	N	C	N	N	N	E	N	N	N	B	N	N	B	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	10	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	11	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	05	12	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	00	003	7401	   0	     0	C	C	D	B	D	D	C	B	A	D	D	C	C	B	D	D	B	B	C	D	D	C	D	C	B	B	A	N	B	B	A	B	D	A	D	C	N	B	D	D
2	07	03	06	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	02	003	7401	   0	  2046	B	B	C	B	B	C	B	B	B	C	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	A	B	A	A	B	B	D	C	B	A	C	D
2	07	03	06	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	07	003	7401	   0	   818	B	B	D	B	B	C	B	B	B	C	C	B	B	B	D	C	B	B	B	C	D	C	B	B	B	A	A	B	A	B	A	A	B	B	D	C	A	A	D	D
2	07	03	06	08	003	7401	   0	  5224	B	B	C	B	B	C	B	B	B	C	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	A	B	A	A	B	B	D	C	A	B	C	D
2	07	03	06	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	10	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	06	11	003	7401	   0	  1033	B	B	C	B	B	C	B	B	B	C	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	A	B	A	A	B	B	D	C	A	B	C	D
2	07	03	06	12	003	7401	   0	   264	B	B	C	A	B	C	B	A	A	C	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	D
2	07	03	06	13	003	7401	   0	   231	B	B	C	A	B	C	B	A	A	C	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	D
2	07	03	06	14	003	7401	   0	   614	B	B	C	A	B	C	B	A	A	C	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	D
2	07	03	06	15	003	7401	   0	   608	B	B	C	A	B	C	B	A	A	C	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	D
2	07	03	06	16	003	7401	   0	   293	B	B	C	A	B	C	B	A	A	C	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	D
2	07	03	06	17	003	7401	   0	   496	B	B	C	B	B	C	B	B	B	C	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	A	B	A	A	B	B	D	C	A	B	C	D
2	07	03	07	00	003	7401	   0	     1	C	C	C	B	D	D	C	B	A	C	C	C	C	B	C	D	B	B	C	C	B	C	D	C	B	B	A	N	B	B	A	B	D	A	C	B	N	B	B	B
2	07	03	07	01	003	7401	   0	   621	B	B	C	A	B	C	B	A	A	B	B	B	B	A	B	C	B	A	B	B	B	C	B	B	B	A	A	B	A	A	A	A	B	A	D	B	A	B	C	B
2	07	03	07	02	003	7401	   0	   235	B	B	C	A	B	C	B	A	A	B	C	B	B	A	C	C	B	A	B	C	B	C	C	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	B
2	07	03	07	03	003	7401	   0	   898	B	B	C	A	B	C	B	A	A	B	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	D	B
2	07	03	07	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	07	05	003	7401	   0	   488	B	B	C	A	B	C	B	A	A	B	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	D	B
2	07	03	07	06	003	7401	   0	   849	B	B	C	A	B	C	B	A	A	B	C	B	B	A	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	D	B
2	07	03	07	07	003	7401	   0	  1134	C	C	D	C	C	C	C	B	C	C	C	C	B	C	C	C	B	B	C	C	C	C	B	B	C	A	B	D	B	B	A	B	C	C	D	C	A	B	D	B
2	07	03	07	08	003	7401	   0	  1600	C	C	D	B	C	C	C	B	B	C	C	B	B	B	C	C	B	B	C	C	C	C	B	B	C	A	B	D	B	B	A	B	C	B	D	C	A	B	D	B
2	07	03	07	09	003	7401	   0	  1342	B	B	C	B	B	C	B	A	B	C	C	B	B	B	C	C	B	A	B	C	C	C	B	B	B	A	A	B	A	A	A	C	B	B	D	C	A	C	C	B
2	07	03	07	10	003	7401	   0	   477	B	B	C	A	B	C	B	A	A	B	C	B	B	A	C	C	B	A	B	C	B	C	B	B	B	A	A	B	A	A	A	A	B	A	D	C	A	B	C	B
2	07	03	08	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	A	C	C	B	B	B	C	C	B	B	C	C	B	C	B	B	B	B	A	N	B	B	A	B	D	A	B	B	N	B	B	B
2	07	03	08	01	003	7401	   0	  1038	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	A	B	A	B	A	B	B	A	B	B	B	B	B	B
2	07	03	08	02	003	7401	   0	  2343	B	B	C	B	B	B	B	B	B	C	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	C	B	B
2	07	03	08	03	003	7401	   0	  2324	B	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	A	B	A	B	B	A	B	B	B
2	07	03	08	04	003	7401	   0	   768	B	B	C	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	A	B	A	C	B	A	B	C	B
2	07	03	08	05	003	7401	   0	   621	B	B	C	B	B	B	B	B	B	C	B	B	B	B	C	B	B	B	B	B	C	B	A	A	C	A	B	C	B	B	A	C	C	B	C	B	A	C	C	B
2	07	03	08	06	003	7401	   0	  1569	B	B	C	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	A	B	A	C	B	A	B	C	B
2	07	03	08	07	003	7401	   0	   830	B	B	B	A	B	C	B	A	A	B	B	B	B	A	B	C	B	A	B	B	B	B	C	A	B	A	A	B	A	A	A	A	B	A	B	B	A	B	B	B
2	07	03	08	08	003	7401	   0	   792	B	B	C	B	B	B	B	B	B	C	B	B	B	B	C	B	B	B	B	B	D	B	A	A	C	A	B	C	B	B	A	C	C	B	C	B	A	C	D	B
2	07	03	09	00	003	7401	   0	     1	C	C	B	B	C	C	C	B	A	C	B	B	B	B	B	C	B	B	B	B	B	C	B	B	B	B	A	N	B	B	A	B	B	A	B	A	N	B	B	B
2	07	03	09	01	003	7401	   0	  1998	B	B	B	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	A	A	B	B	B	A	B	B	B	C	B	A	B	B	B
2	07	03	09	02	003	7401	   0	   927	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	C	A	A	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	B
2	07	03	09	03	003	7401	   0	  2113	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	B	B	B
2	07	03	09	04	003	7401	   0	  1960	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	B	A	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	B	B	B
2	07	03	09	05	003	7401	   0	   885	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	A	B	B
2	07	03	09	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	09	07	003	7401	   0	   982	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	B	B	B
2	07	03	09	08	003	7401	   0	  2007	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	A	B	C	A	A	B	A	A	B	B	B	A	A	B	B	B	A	A	A	B	B
2	07	03	09	09	003	7401	   0	  3007	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	C	A	A	B	A	A	B	B	B	A	B	B	B	C	B	A	B	B	B
2	07	03	09	10	003	7401	   0	  3013	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	B	B	B
2	07	03	09	11	003	7401	   0	  1553	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	B	B	B
2	07	03	09	12	003	7401	   0	     1	D	D	E	D	C	B	N	C	N	D	N	N	C	N	N	B	N	C	N	N	N	C	A	A	N	D	N	N	N	B	N	N	N	N	N	N	N	N	N	B
2	07	03	09	13	003	7401	   0	  1687	A	A	B	A	A	B	A	A	A	C	B	A	A	A	B	B	A	A	B	B	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	B	A	C	B	B
2	07	03	09	14	003	7401	   0	  1188	A	A	B	A	A	B	A	A	A	C	A	A	A	A	B	B	A	A	B	A	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	C	B	B
2	07	03	09	15	003	7401	   0	   305	A	A	B	A	A	B	A	A	A	C	A	A	A	A	B	B	A	A	B	A	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	C	B	B
2	07	03	09	16	003	7401	   0	   643	A	A	B	A	A	B	A	A	A	C	B	A	A	A	B	B	A	A	B	B	B	C	A	A	A	A	A	B	A	A	A	B	A	A	C	A	A	C	A	B
2	07	03	09	17	003	7401	   0	  1036	A	A	B	A	A	B	A	A	A	C	A	A	A	A	B	B	A	A	B	A	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	C	B	B
2	07	03	09	18	003	7401	   0	  1167	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	C	A	A	A	A	A	B	A	A	A	A	A	A	B	A	A	B	B	B
2	07	03	09	19	003	7401	   0	   450	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	B	A	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	B	B	B
2	07	03	09	20	003	7401	   0	   406	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	B	A	A	B	B	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	B	A	B	B	B
2	07	03	09	21	003	7401	   0	   463	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	B	A	A	B	B	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	B	A	B	B	B
2	07	03	09	22	003	7401	   0	   406	A	A	B	A	A	B	A	A	A	C	B	A	A	A	B	B	A	A	B	B	B	C	A	A	A	A	A	B	A	A	A	B	A	A	B	B	A	C	B	B
2	07	03	10	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	A	C	D	C	C	B	D	D	B	B	C	D	C	C	E	C	B	B	A	N	B	B	A	B	D	A	C	D	N	B	D	B
2	07	03	10	01	003	7401	   0	  1317	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	B	C	B	B	B	A	A	B	B	B	A	B	B	B	C	C	A	B	C	B
2	07	03	10	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	10	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	10	05	003	7401	   0	   706	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	B	B	A	B	B	B	C	C	A	B	D	B
2	07	03	10	06	003	7401	   0	  1189	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	A	B	B	B	A	A	B	B	C	C	A	B	D	B
2	07	03	10	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	10	08	003	7401	   0	  1933	B	B	C	B	B	C	B	B	B	B	C	B	B	B	C	C	B	B	B	C	B	C	B	B	B	A	A	B	B	B	A	B	B	B	C	C	A	B	C	B
2	07	03	10	09	003	7401	   0	   658	C	C	D	C	B	C	B	B	C	C	C	B	B	B	C	C	B	B	B	C	C	C	B	B	B	A	B	B	B	B	A	N	C	C	C	C	A	B	D	B
2	07	03	10	10	003	7401	   0	   859	C	C	D	C	B	C	B	B	C	D	C	C	B	C	D	C	B	B	C	C	D	C	B	B	B	A	C	E	B	B	A	N	D	C	C	C	A	B	E	B
2	07	03	11	00	003	7401	   0	     1	E	E	E	E	N	E	N	D	E	N	N	N	N	D	N	E	N	D	N	N	N	E	N	N	N	N	E	N	D	D	D	N	N	D	N	N	N	N	N	N
2	07	03	11	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	11	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	11	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	03	13	00	003	7401	   0	     0	C	C	C	B	D	D	C	B	A	D	B	C	D	B	C	D	B	B	B	B	D	B	E	N	B	B	A	N	A	B	A	B	B	A	B	A	N	E	C	N
2	07	03	14	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	A	D	B	B	B	B	C	C	B	B	B	B	D	A	N	B	B	B	A	N	A	B	A	B	B	A	B	A	N	E	C	N
2	07	04	01	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	A	C	C	B	B	B	C	B	B	B	B	C	B	B	B	B	B	B	A	N	A	B	A	B	B	A	B	B	N	C	B	A
2	07	04	01	01	003	7401	   0	 12800	A	A	B	A	A	B	A	A	A	B	C	A	A	A	C	B	A	A	B	C	B	B	A	A	A	A	A	B	A	A	A	A	B	A	B	B	E	C	A	A
2	07	04	01	02	003	7401	   0	   385	B	B	D	B	B	B	B	A	B	C	C	B	A	B	D	B	A	A	B	C	D	B	A	A	A	A	A	D	A	A	A	B	B	B	C	C	D	D	D	A
2	07	04	01	03	003	7401	   0	   795	A	A	C	A	A	B	A	A	A	C	C	A	A	A	C	B	A	A	B	C	C	B	A	A	A	A	A	B	A	A	A	B	B	A	C	B	D	D	C	A
2	07	04	01	04	003	7401	   0	  1778	B	B	C	B	B	B	B	A	B	C	C	B	A	B	C	B	A	A	B	C	B	B	A	A	A	A	A	D	A	A	A	B	B	B	B	C	D	D	B	A
2	07	04	01	05	003	7401	   0	   535	A	A	C	A	A	B	A	A	A	B	C	A	A	A	C	B	A	A	B	C	C	B	A	A	A	A	A	C	A	A	A	B	B	A	C	B	D	C	C	A
2	07	04	02	00	003	7401	   0	     0	C	C	D	B	D	D	C	B	B	C	C	C	C	B	C	D	B	B	C	C	C	D	D	C	B	B	A	N	B	B	A	B	C	B	C	C	N	C	D	A
2	07	04	02	01	003	7401	   0	   987	C	C	D	C	B	C	B	B	C	C	C	B	B	B	D	C	B	B	B	C	D	C	C	B	B	B	B	B	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	02	003	7401	   0	   835	B	B	C	B	B	C	A	B	B	B	C	B	B	B	C	C	A	B	A	C	C	C	C	B	A	B	A	A	B	B	A	A	C	B	C	C	E	C	C	A
2	07	04	02	03	003	7401	   0	  1178	C	C	D	C	C	D	B	B	C	C	C	C	C	B	D	D	B	B	B	C	D	C	D	B	B	B	B	B	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
2	07	04	02	05	003	7401	   0	   912	C	C	D	C	B	C	A	B	C	C	C	B	B	B	D	C	B	B	B	C	D	C	C	B	A	B	B	A	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	06	003	7401	   0	   389	C	C	D	C	C	D	A	B	C	C	C	C	C	B	D	D	A	B	B	C	D	C	D	B	A	A	B	B	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	07	003	7401	   0	   466	B	B	D	B	B	C	B	B	B	D	C	C	B	C	D	C	B	B	C	C	D	C	B	B	B	A	A	E	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	08	003	7401	   0	   998	B	B	C	B	B	C	B	B	B	D	C	C	B	C	C	C	A	B	C	C	C	C	C	B	A	A	A	E	B	B	A	C	C	C	C	C	E	D	C	A
2	07	04	02	09	003	7401	   0	   549	B	B	D	B	B	C	B	B	B	C	C	B	B	B	D	C	B	B	B	C	D	C	C	B	B	A	A	B	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	10	003	7401	   0	   768	D	D	D	C	D	D	C	B	C	D	C	C	C	C	D	D	B	B	C	C	D	C	D	B	B	B	B	E	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	11	003	7401	   0	   819	B	B	D	B	B	C	B	A	C	C	C	B	B	B	D	C	B	A	B	C	D	C	C	B	A	B	B	B	A	A	A	C	C	C	C	C	E	D	D	A
2	07	04	02	12	003	7401	   0	   587	C	C	D	C	C	C	C	B	C	D	C	C	C	C	D	C	B	B	C	C	D	C	C	C	B	B	B	E	B	B	A	C	C	C	C	C	E	D	D	A
2	07	04	02	13	003	7401	   0	  1184	C	C	D	B	C	C	B	B	B	C	C	C	C	B	D	C	B	B	B	C	D	C	C	C	B	A	A	B	B	B	A	B	C	C	C	C	E	D	D	A
2	07	04	02	14	003	7401	   0	  1279	B	B	D	B	B	C	B	B	B	C	C	B	B	B	D	C	B	B	B	C	D	C	C	B	B	B	A	B	B	B	A	B	C	C	C	C	E	D	D	A
2	07	04	03	00	003	7401	   0	     0	C	C	D	B	D	D	N	B	B	C	C	C	D	B	C	D	D	B	C	C	C	D	D	D	B	N	A	N	B	B	A	B	D	B	C	C	N	C	D	A
2	07	04	03	01	003	7401	   0	   331	C	C	D	C	C	C	C	B	C	D	C	C	C	C	D	C	C	B	C	C	D	C	C	C	C	B	A	E	B	B	B	D	C	C	C	C	E	D	E	A
2	07	04	03	02	003	7401	   0	  2040	D	D	D	C	D	D	C	B	C	D	C	D	D	C	D	D	C	B	C	C	D	C	D	C	C	B	A	E	B	B	B	D	C	C	C	C	E	D	D	A
2	07	04	03	03	003	7401	   0	   525	C	C	D	C	C	C	C	C	C	D	C	C	C	C	D	C	C	C	C	C	D	C	C	C	C	B	A	E	C	B	B	D	C	C	C	C	E	D	D	A
2	07	04	03	04	003	7401	   0	  1659	C	C	D	B	C	C	B	B	B	C	C	C	C	B	D	C	B	B	B	C	D	C	C	C	B	B	A	C	B	B	A	C	C	C	B	C	E	D	D	A
2	07	04	03	05	003	7401	   0	   830	C	C	D	C	C	C	C	C	C	D	C	C	C	C	D	C	C	C	C	C	D	C	C	C	C	B	A	E	C	B	B	D	C	C	C	C	E	D	E	A
2	07	04	03	06	003	7401	   0	   632	C	C	D	C	C	C	C	B	C	D	C	C	C	C	D	C	C	B	C	C	D	C	C	C	C	B	A	E	B	B	B	D	C	C	C	C	E	D	D	A
2	07	04	03	07	003	7401	   0	  2015	D	D	D	C	D	D	D	C	B	D	C	D	D	C	D	D	D	C	C	C	D	C	D	C	C	D	A	E	C	C	A	D	C	C	C	C	E	D	D	A
